SchoolName,CourseName,Approval,State,Webpage,Telephone
National Cargo Bureau,Damage Stability,"Any applicant who has successfully completed your Damage Stability(NATCAR-146) course and presents your Certificate of Training within five yearsof the completion of training, will receive 14 days sea service credit that may beused for either a raise in grade from Third Mate of Ocean or Near Coastal Steamor Motor Vessels of Any Gross Tons to Second Mate of Ocean or Near CoastalSteam or Motor Vessels of Any Gross Tons, OR towards any license restricted toservice upon vessels of not more than 200 gross tons (domestic tonnage) ORtowards any license restricted to service upon inland or Great Lakes waters.  Thissea service credit cannot be used to satisfy any service requirements of theSTCW Code and may not be used to satisfy any recency requirements orrequirements for service on specific routes or types of vessels.",NY,#http://www.natcargo.org#,2127858300
National Cargo Bureau,Grain Loading,"Any applicant who has successfully completed your Grain Loading (NATCAR-703)course and presents your Certificate of Training within five years of thecompletion of training will receive 4 days of sea service credit that may be usedfor EITHER a raise in grade from Third Mate, Ocean or Near Coastal, any GrossTons, to Second Mate, Ocean or Near Coastal, OR towards any credentialrestricted to service vessels of not more than 200 Gross Tons (domestictonnage), OR towards any credential restricted to service upon Inland or GreatLakes waters.  This sea service may not be used to satisfy any recencyrequirements, or requirements for service on specific routes or types of vessels.",NY,#http://www.natcargo.org#,2127858300
National Cargo Bureau,HazardousMaterialsRegulations,Any applicant who has successfully completed your Hazardous MaterialsRegulations (NATCAR-214) course and presenting your Certificate of Training willreceive five days sea service credit towards any deck or engine license orendorsement.  This sea service credit may not be used to satisfy any recencyrequirements for service on specific routes or types of vessels.,NY,#http://www.natcargo.org#,2127858300
National Cargo Bureau,HazardousMaterialsRegulations,Approval is granted to implement the revised curriculum as provided with your letterand also for the following instructors.⦁ Geoffrey J. Davies⦁ Robert F. Ahlborn⦁ Graeme McPhee,NY,#http://www.natcargo.org#,2127858300
National Cargo Bureau,Securing Non-Standardized Cargo,"Any applicant who has successfully completed your Securing Non StandardizedCargo (NATCAR-448) course and who presents your Certificate of Training withinfive years of the completion of training, will receive 5 days sea service credit thatmay be used for either a raise in grade from Third Mate of Ocean or Near CoastalSteam or Motor Vessels of Any Gross Tons to Second Mate of Ocean or NearCoastal Steam or Motor Vessels of Any Gross Tons, OR towards any licenserestricted to service upon vessels of not more than 200 gross tons (domestictonnage) OR towards any license restricted to service upon inland or Great Lakeswaters.  This sea service credit cannot be used to satisfy any servicerequirements of the STCW Code and may not exceed limits specified by law andmay not be used to satisfy any recency requirements or requirements for serviceon specific routes or types of vessels.",NY,#http://www.natcargo.org#,2127858300
National Cargo Bureau,Stability forFisherman,"Any applicant who has successfully completed your Stability for Fishermen(NATCAR-472) course and presents your Certificate of Training within five yearsof the completion of training, will receive 14 days sea service credit that may beused for either a raise in grade from Third Mate of Ocean or Near Coastal Steamor Motor Vessels of Any Gross Tons to Second Mate of Ocean or Near CoastalSteam or Motor Vessels of Any Gross Tons, OR towards any license restricted toservice upon vessels of not more than 200 gross tons (domestic tonnage) ORtowards any license restricted to service upon inland or Great Lakes waters.  Thissea service credit cannot be used to satisfy any service requirements of theSTCW Code and may not be used to satisfy any recency requirements orrequirements for service on specific routes or types of vessels.",NY,#http://www.natcargo.org#,2127858300
National Liberty ShipMemorial (S.S.Jeremiah O'Brien),Fireman /Watertender(Historical VesselsOnly),"Any applicant who has successfully completed your Fireman/Watertender(Historical Vessels Only) (OBRIEN-753) course will satisfy the following: 1. Theexamination requirements of 46 CFR 12.505(a) for a QMEDFireman/Watertender endorsement.  This endorsement is restricted to serviceaboard the S.S. Jeremiah O Brien and/or the S.S. Red Oak Victory; AND 2. Receivecredit for 30 days of sea service that may be applied to meet the servicerequirements of 72 days of service in the engine room, as per letter datedFebruary 15, 2001signed by Captain L.L. Hereth OCMI San Francisco for aQMED   Fireman / Watertender endorsement.  This endorsement is restricted toservice aboard the S.S. Jeremiah O Brien and/or the S.S. Red Oak Victory.",CA,#http://http://www.ssjeremiahobrien.org/contact.php#,4155440100
National Liberty ShipMemorial (S.S.Jeremiah O'Brien),QMED - Oiler(Historical VesselsOnly),"Any applicant who has successfully completed your QMED-Oiler (HistoricalVessels Only) (OBRIEN-758) course will satisfy the following: 1. The examinationrequirements of 46 CFR 12.505(a) for a QMED   Oiler endorsement.  Thisendorsement is restricted to service aboard the S.S. Jeremiah O Brien and/or theS.S. Red Oak Victory; AND 2. Receive credit for 30 days of sea service that may beapplied to meet the service requirements of 72 days of service in the engineroom, as per letter dated February 15, 2001signed by Captain L.L. Hereth OCMISan Francisco for a QMED   Fireman / Watertender endorsement.  This credit isrestricted to service aboard the S.S. Jeremiah O Brien and/or the S.S. Red OakVictory.",CA,#http://http://www.ssjeremiahobrien.org/contact.php#,4155440100
National Oceanic andAtmosphericAdministration-VA,Medical CarePerson in Charge,"Any applicant who has successfully completed your Medical Care Person inCharge (NOAAVA-307) course, AND previously completed a Medical CareProvider course, will satisfy:⦁ The Medical Care Person In Charge training requirements of 46 CFR11.305(a)(3)(ix); 11.307(a)(3)(ix); 11.311(a)(3)(vi); 11.313(a)(3)(vi);11.315(a)(3)(ii); and 46 CFR 12.621(a)(1) and (2); and Table A-VI/4-2 ofthe STCW Code, as amended 2010 for an STCW endorsement as Personin Charge of Medical Care.⦁ The specific tasks from the National Assessment Guidelines found inNVIC 10-14 and 11-14; Tasks 19.1.A, 19.2.A. and 19.3.A.Applicants who have successfully completed your course need not presentcompleted Task Control Sheets for these assessments in application for STCWcertification.",VA,,7574416780
National Oceanic andAtmosphericAdministration-VA,Medical First AidProvider,Any applicant who has successfully completed your Medical Care Provider(NOAAVA-314) course will satisfy the following:     STCW Code Table A-VI/4-1;and    The competency requirements of 46 CFR 12.619(a)(2); and    The MedicalFirst-Aid Provider training requirements of 46 CFR 11.309(a)(4)(i); 46 CFR11.317(a)(3)(i); 46 CFR 11.319(a)(4)(i); 46 CFR 11.329(a)(4)(i); 46 CFR 11.335(a)(3)(i);       and 46 CFR 12.619(a)(1).,VA,,7574416780
National SafetyCouncil,CPR,"We have determined that the following courses meet or exceed the standards ofthe American Red Cross Standard First Aid and Emergency Care or MultimediaStandard First Aid courses and will satisfy the first aid training requirements of 46CFR 11.201(i) for an original officer endorsement:   National Safety CouncilStandard First Aid, CPR and AED   National Safety Council First Aid   NationalSafety Council Pediatric First Aid, CPR and AED We have also determined that thefollowing courses meet or exceed the standards of the American Red Cross orAmerican Heart Association CPR courses and will satisfy the trainingrequirements of 46 CFR 11.201(i) for an original officer endorsement:   NationalSafety Council Standard First Aid, CPR and AED   National Safety Council CPRNational Safety Council Pediatric First Aid, CPR and AED These courses are notapproved to meet the requirements for an STCW endorsement.",IL,#http://nsc.org#,6307752336
National SafetyCouncil,First Aid (VariousCourses),"We have determined that the following courses meet or exceed the standards ofthe American Red Cross Standard First Aid and Emergency Care or MultimediaStandard First Aid courses and will satisfy the first aid training requirements of 46CFR 11.201(i) for an original officer endorsement:   National Safety CouncilStandard First Aid, CPR and AED   National Safety Council First Aid   NationalSafety Council Pediatric First Aid, CPR and AED We have also determined that thefollowing courses meet or exceed the standards of the American Red Cross orAmerican Heart Association CPR courses and will satisfy the trainingrequirements of 46 CFR 11.201(i) for an original officer endorsement:   NationalSafety Council Standard First Aid, CPR and AED   National Safety Council CPRNational Safety Council Pediatric First Aid, CPR and AED These courses are notapproved to meet the requirements for an STCW endorsement.",IL,#http://nsc.org#,6307752336
National SeafarersAcademy,Assistance Towing,Any applicant who has successfully completed your Assistance Towing(NATSEA-42) course within 1 year of application will satisfy the requirements of46 CFR 11.482(b) to add an Assistance Towing endorsement to any nationalofficer endorsement as Operator of Uninspected Passenger Vessels (OUPV) orMate or Master on vessels of less than 200 GRT.,VA,#http://www.NatSea.com#,5714517156
National SeafarersAcademy,Auxiliary Sail,"Any applicant who successfully completes the Auxiliary Sail (NATSEA-45) coursewithin one year of application will satisfy the professional examinationrequirements of 46 CFR 11.201(j) to add an Auxiliary Sail endorsement, as per 46CFR 11.401(d), to any national deck officer endorsement authorized byregulation.",VA,#http://www.NatSea.com#,5714517156
National SeafarersAcademy,License Renewal(Not More Than200 Tons),"Any applicant who has successfully completed your License Renewal (Not MoreThan 200 Gross Tons) (NATSEA-719) course with a passing grade and whopresents your Certificate of Training within one year of the completion oftraining, will satisfy the examination requirements of 46 CFR 10.227(e)(1)(iii) forrenewal of deck credentials endorsed for service upon vessels of not more than100 Gross Tons.",VA,#http://www.NatSea.com#,5714517156
National SeafarersAcademy,License Renewal(Not More than100 GrossRegistered Tons),"Any applicant who has successfully completed your License Renewal (Not MoreThan 100 Gross Tons) (NATSEA-242) course with a passing grade of at least 90%,and who presents your Certificate of Training within one year of the completionof training, will satisfy the examination requirements of 46 CFR 10.227(e)(1)(iii)for renewal of deck credentials endorsed for service upon vessels of not morethan 100 Gross Tons.",VA,#http://www.NatSea.com#,5714517156
National SeafarersAcademy,Master 100 TonsIncrease in ScopeInland to NearCoastal,"Any applicant who has successfully completed your Master 100 Tons Increase inScope Inland to Near Coastal (NATSEA-291) course and presents your Certificateof Training within one year of the completion of training, will satisfy the Rules ofthe Road, Deck General, and Navigation General: Near Coastal examinationrequirements to increase the scope of a credential as Master of Vessels of notmore than 100 Gross Tons from Inland or Great Lakes & Inland Waters to NearCoastal.",VA,#http://www.NatSea.com#,5714517156
National SeafarersAcademy,Operator ofUninspectedPassenger Vessels(OUPV),"Any applicant who has successfully completed your Operator of UninspectedPassenger Vessels (OUPV) (NATSEA-340) course and presents your Certificate ofTraining within one year of the completion of training, will satisfy theexamination requirements of 46 CFR 11.201(j)(1) for original issuance, 46 CFR10.227(e)(1)(iii) for renewal, and 46 CFR 10.227(i)(1) for reissuance of a merchantmariner endorsement as Operator of Uninspected Passenger Vessels (OUPV)Upon Near Coastal, or Great Lakes and Inland, or Inland Waters.  The coursecompletion certificate issued upon successful completion of this course is validfor one application which results in the issuance of an endorsement(s) and maynot be used for future application transactions.",VA,#http://www.NatSea.com#,5714517156
National SeafarersAcademy,Rules of the Road(Blended),"Any applicant who has successfully completed your Rules of the Road (Blended)(NATSEA-933) course with a passing grade of at least 90% will EITHER satisfy theRules of the Road Examination requirements for original issuance or renewal ofany deck credential up to Master 200 Gross Registered Tons, Master or Mate ofFishing Vessels, and Apprentice Mate (Steersman) if presented within one year ofthe completion of training; OR receive 8 days sea service credit towards any decklicense up to Master 200 gross register tons, or Master or Mate of UninspectedFishing Industry Vessels.  Per 46 CFR 10.404(a)(2), this sea service may not beused to satisfy any recentcy requirements. This course is equivalent in scope anddifficulty to the Rules of the Road examination module for International + Inland,for Coast Guard personnel only applying for Deck Watch Officer exam credit, asper COMDTINST 16672.5E.",VA,#http://www.NatSea.com#,5714517156
National SeafarersAcademy,Upgrade Master100 Tons to Master200 Tons,"Any applicant who has successfully completed your Upgrade Master 100 Tons toMaster 200 Tons (NATSEA-527) course and presents your Certificate of Trainingwithin one year of the completion of training, will satisfy the examinationrequirements for upgrade of a merchant mariner endorsement from Master notmore than 100 gross registered tons (or self propelled vessels of less than 100gross registered tons) Upon Near Coastal, or Great Lakes & Inland, or InlandWaters to Master or Mate of self propelled vessels of less than 200 gross tonsUpon Near Coastal, or Great Lakes & Inland, or Inland Waters.  The coursecompletion certificate issued upon successful completion of this course is validfor one application which results in the issuance of an endorsement(s) and maynot be used for future application transactions.",VA,#http://www.NatSea.com#,5714517156
NAUI Worldwide,Entry Level First Aid,We have reviewed your request and have determined that your course meets orexceeds the standards of the American Red Cross Standard First Aid andEmergency Care or Multimedia Standard First Aid courses and will satisfy the firstaid and CPR training requirements of    46 CFR 11.201(i) for a merchant marinerlicense.  Note:  this course will not meet any STCW requirements.,FL,,8136286284
Nautical Academics,Assistance Towing,Any applicant who has successfully completed your Assistance Towing(NAUTAA-42) course within 1 year of application will satisfy the requirements of46 CFR 11.482(b) to add an Assistance Towing endorsement to any nationalofficer endorsement as Operator of Uninspected Passenger Vessels (OUPV) orMate or Master on vessels of less than 200 GRT.,PA,#http://www.nauticalacademics.com/#,7244943527
Nautical Academics,Auxiliary Sail,"Any applicant who successfully completes the Auxiliary Sail (NAUTAA-45) coursewithin one year of application will satisfy the professional examinationrequirements of 46 CFR 11.201(j) to add an Auxiliary Sail endorsement to anynational officer endorsement as Operator of Uninspected Passenger Vessels(OUPV), or Mate or Master on vessels of any appropriate tonnage, oceans ornear coastal.",PA,#http://www.nauticalacademics.com/#,7244943527
Nautical Academics,License Renewal,"Any applicant who has successfully completed your License Renewal(NAUTAA-240) course with a passing grade of at least 90%, and who presentsyour Certificate of Training within one year of the completion of training, willsatisfy the examination requirements of 46 CFR 10.227(e)(1)(iii) for renewal ofany deck license endorsed for service upon vessels of not more than 100 GrossTons.",PA,#http://www.nauticalacademics.com/#,7244943527
Nautical Academics,Limited Master,"Any applicant who has successfully completed your Limited Master(NAUTAA-254) course and presents your Certificate of Training within one yearof the completion of training, will satisfy the examination requirements of 46 CFR11.456(a)(3) for original issuance, renewal, or reissuance of a national officerendorsement as Limited Master of Self Propelled Vessels Engaged In DUKWOperations Upon Inland Waters.  The endorsement, distance from shore, and thespecific route will be determined by local OCMI.",PA,#http://www.nauticalacademics.com/#,7244943527
Nautical Academics,Operator ofUninspectedPassenger Vessels(OUPV),"Any applicant who has successfully completed your Operator of UninspectedPassenger Vessels (OUPV) (NAUTAA-340) course and presents your Certificate ofTraining within one year of the completion of training, will satisfy theexamination requirements of 46 CFR 11.205(f) for original issuance, 46 CFR10.227(d)(8)(i)(C) for renewal, and 46 CFR 10.227(g) for reissuance, of amerchant mariner endorsement as Operator of Uninspected Passenger Vessels(OUPV) Upon Near Coastal, or Great Lakes and Inland, or Inland Waters.  Thecourse completion certificate issued upon successful completion of this course isvalid for one application which results in the issuance of an endorsement(s) andmay not be used for future application transactions.",PA,#http://www.nauticalacademics.com/#,7244943527
Nautical Academics,Operator ofUninspectedPassenger Vessels(OUPV) (On-Line),"Any applicant who has successfully completed your Operator of UninspectedPassenger Vessels (OUPV) (On-Line) (NAUTAA-352) course and presents yourCertificate of Training within one year of the completion of training, will satisfythe examination requirements of 46 CFR 11.903 (a)(24) for original issuance, 46CFR 10.227(e)(1)(iii) for renewal, and 46 CFR 10.227(i)(1) for reissuance of amerchant mariner endorsement as Operator of Uninspected Passenger Vessels(OUPV) Upon Near Coastal, or Great Lakes and Inland, or Inland Waters.  Thecourse completion certificate issued upon successful completion of this course isvalid for one application which results in the issuance of an endorsement(s) andmay not be used for future application transactions.",PA,#http://www.nauticalacademics.com/#,7244943527
Nautical Academics,Upgrade OUPV ToMaster 100 Tons(Near Coastal /Inland),"Any applicant who has successfully completed your Upgrade OUPV to Master100 Tons (Near Coastal/Inland) (NAUTAA-535)course and presents yourCertificate of Training within one year of the completion of training, will satisfyall examination requirements for upgrade of a merchant mariner credential fromOUPV Near Coastal, or Great Lakes and Inland, or Inland Waters to a credentialof Master of Vessels of less than 100 gross registered tons upon Near Coastal, orGreat Lakes & Inland, or Inland Waters; OR, increase the scope of a credential ofMaster of Vessels of less than 100 gross registered tons upon Great Lakes andInland, or Inland Waters to Master of Vessels of less than 100 gross registeredtons upon Near Coastal Waters.  The course completion certificate issued uponsuccessful completion of this course is valid for one application which results inthe issuance of an endorsement(s) and may not be used thereafter forapplication transactions.",PA,#http://www.nauticalacademics.com/#,7244943527
NAV-ED ServicesGroup,Assistance Towing,Any applicant who successfully completes the Assistance Towing (NVEDSG-42)course within one year of application will satisfy the requirements of 46 CFR11.482(b) to add an Assistance Towing endorsement to any national officerendorsement as Operator of Uninspected Passenger Vessels (OUPV) or Mate orMaster on vessels of less than 200 GRT.,NY,#http://www.nav-ed.com#,5183129041
NAV-ED ServicesGroup,Auxiliary Sail,"Any applicant who successfully completes the Auxiliary Sail (NVEDSG-45) coursewithin one year of application will satisfy the professional examinationrequirements of 46 CFR 11.201(j) to add an Auxiliary Sail endorsement, as per 46CFR 11.401(d), to any national deck officer endorsement authorized byregulation.",NY,#http://www.nav-ed.com#,5183129041
NAV-ED ServicesGroup,License Renewal(Not More than100 GrossRegistered Tons),"Any applicant who has successfully completed your License Renewal (Not Morethan 100 Gross Tons) (NVEDSG-242) course with a passing grade of at least 90%,and who presents your Certificate of Training within one year of the completionof training, will satisfy the examination requirements of 46 CFR 10.227(d)(8)(i)(B)for renewal of any deck license endorsed for service upon vessels of not morethan 100 Gross Tons.",NY,#http://www.nav-ed.com#,5183129041
NAV-ED ServicesGroup,License Renewal(Not More than100 GrossRegistered Tons),"Any applicant who has successfully completed your License Renewal (Not MoreThan 100 Gross Tons) (NVEDSG-242) course with a passing grade and whopresents your Certificate of Training within one year of the completion oftraining, will satisfy the examination requirements of 46 CFR 10.227(e)(1)(iii) forrenewal of deck credentials endorsed for service upon vessels of not more than100 Gross Tons.",NY,#http://www.nav-ed.com#,5183129041
NAV-ED ServicesGroup,Operator ofUninspectedPassenger Vessels(OUPV),"Any applicant who has successfully completed your Operator of UninspectedPassenger Vessels (OUPV) (NVEDSG-340) course and presents your Certificate ofTraining within one year of the completion of training, will satisfy theexamination requirements of 46 CFR 11.201(j)(1) for original issuance, 46 CFR10.227(1)(iii) for renewal, and 46 CFR 10.227(i)(1) for reissuance of a merchantmariner endorsement as Operator of Uninspected Passenger Vessels (OUPV)Upon Near Coastal, or Great Lakes and Inland, or Inland Waters.  The coursecompletion certificate issued upon successful completion of this course is validfor one application which results in the issuance of an endorsement(s) and maynot be used for future application transactions.",NY,#http://www.nav-ed.com#,5183129041
NAV-ED ServicesGroup,Operator ofUninspectedPassenger Vessels(OUPV) (Inland),"Any applicant who has successfully completed your Operator of UninspectedPassenger Vessels (OUPV) Inland (NVEDSG-349) course and presents yourCertificate of Training within one year of the completion of training, will satisfythe examination requirements of 46 CFR 11.201(j)(1) for original issuance, 46 CFR10.227(1)(iii) for renewal, and 46 CFR 10.227(i)(1) for reissuance of a merchantmariner endorsement as Operator of Uninspected Passenger Vessels (OUPV)Upon Inland Waters.  The course completion certificate issued upon successfulcompletion of this course is valid for one application which results in the issuanceof an endorsement(s) and may not be used for future application transactions.",NY,#http://www.nav-ed.com#,5183129041
NAV-ED ServicesGroup,Upgrade OUPV ToMaster 100 Tons,"Any applicant who has successfully completed your Upgrade OUPV to Master100 Tons (NVEDSG-530) course and presents your Certificate of Training withinone year of the completion of training, will satisfy all examination requirementsfor upgrade of a merchant mariner credential from OUPV Near Coastal, or GreatLakes and Inland, or Inland Waters to a credential of Master of Vessels of lessthan 100 gross registered tons upon Near Coastal, or Great Lakes & Inland, orInland Waters; OR, increase the scope of a credential of Master of Vessels of lessthan 100 gross registered tons upon Great Lakes and Inland, or Inland Waters toMaster of Vessels of less than 100 gross registered tons upon Near CoastalWaters.  The course completion certificate issued upon successful completion ofthis course is valid for one application which results in the issuance of anendorsement.",NY,#http://www.nav-ed.com#,5183129041
NCL NorwegianCruise Line,Maritime SecurityAwareness,"Any applicant who has successfully completed your Maritime Security Awareness(NCLCOR-561) course will satisfy the security awareness requirements 46 CFR12.627(a)(1) and paragraphs 1-4 of Section A-VI/6 and Table A-VI/6-1 of theSTCW Code, as amended 2010, for an STCW endorsement for SecurityAwareness.",FL,#http://ncl.com#,3054364000
NCL NorwegianCruise Line,Vessel Personnelwith DesignatedSecurity Duties(VPDSD),Any applicant who has successfully completed your Vessel Personnel withDesignated Security Duties (VPDSD) (NCLCOR-747) course will satisfy the trainingrequirements of 46 CFR 12.625(a)(1) and STCW Table A-VI/6-2 for an STCWendorsement as Vessel Personnel with Designated Security Duties,FL,#http://ncl.com#,3054364000
New EnglandMaritime,Assistance Towing,"Any applicant who has successfully completed your Assistance Towing(NEWENG-42) course and presents your Certificate of Training within one year ofthe completion of training, will satisfy the examination requirements of 46 CFR11.482(b) for an Assistance Towing endorsement to be added to any deckcredential for service upon vessels of not more than 200 gross tons.",MA,#http://www.nemaritime.com#,5087903400
New EnglandMaritime,Auxiliary Sail,"Any applicant who has successfully completed your Auxiliary Sail (NEWENG-45)course and  presents your Certificate of Training within one year of thecompletion of training, will satisfy the examination requirements of 46 CFR11.205(f) for an Auxiliary Sail endorsement to be added to any deck credentialfor service upon vessels of not more than 200 gross tons.",MA,#http://www.nemaritime.com#,5087903400
New EnglandMaritime,Basic TrainingRefresher,"Any applicant who has successfully completed the Basic Training Refresher(NEWING-68) course will satisfy the continued competency requirements forSTCW Basic Training in STCW, as amended 2010, Basic Training in Section A-VI/1,46 CFR 11.302(e) and 46 CFR 12.602(e), AND, all of the tasks from the NationalAssessment Guidelines found in NVIC 08-14.Applicants are not required to present completed record of assessment sheetswhen applying for the STCW endorsement.",MA,#http://www.nemaritime.com#,5087903400
New EnglandMaritime,Combined Basic &Advanced FireFighting,"Any applicant who successfully completes your Combined Basic & Advanced FireFighting (NEWENG-125) course will satisfy the following requirements:1.  Fire Prevention and Fire Fighting per STCW Code Section A-VI/1 Table A-VI/1-2;2.  Advanced Fire Fighting per STCW Code Section A-VI/3;3.  Fire Prevention and Fire Fighting  per 46 CFR 11.302(a)(2) and 46 CFR12.602(a)(2);4.  Basic and Advanced Fire Fighting per 46 CFR 11.201(h)(2) and 46 CFR11.201(h)(3);5.  Advanced Fire Fighting per 46 CFR 11.303(a); and6.  Firefighting requirements for a national tankerman endorsement in 46 CFR13.201(c)(3), 13.301(c)(3); 13.401(d); and 13.501(c)(3).",MA,#http://www.nemaritime.com#,5087903400
New EnglandMaritime,First Aid & CPR,"Any applicant who successfully completes your First Aid & CPR (NEWENG-197)course will satisfy the following requirements:⦁ Elementary First Aid per STCW Code Table A-VI/1-3;⦁ Elementary First Aid per 46 CFR 11.302(a)(3) and 46 CFR 12.602(a)(3); and⦁ The First Aid and CPR training requirements of 46 CFR 11.201(i)(1),PROVIDEDthat this training was completed within one year of the application; and⦁ Have performed the equivalent of all assessments of the Elementry FirstAidsection of the Basic Training NVIC 08-14.Applicants who have successfully completed your course need not presentcompleted  Task Control Sheets  for these assessments in application for STCWcertification.",MA,#http://www.nemaritime.com#,5087903400
New EnglandMaritime,Launch TenderOperator,"Any applicant who has successfully completed your Launch Tender Operator(NEWENG-238) course and presents your Certificate of Training within one yearof the completion of training, will satisfy the safe boating course requirements of46 CFR 11. 456(a)(2) and 11.467(f)(2), and the examination requirements of 46CFR 11.456(a)(3) or 11.467(f)(3) for original issuance, renewal, or reissuance of aMerchant Mariner Credential endorsed as Limited Operator of UninspectedPassenger Vessels or Limited Master of Self Propelled Vessels Engaged In LaunchTender Service Upon Inland Waters between the piers and moorings of the yachtclub, marina, or camp by which mariner is employed within the waters of anapproving Coast Guard Sector.  The endorsement, distance from shore, and thespecific Sector will be determined by the applicant s application as provided inthe CGD One Memorandum 16630/15-025 dated September 15, 2015.",MA,#http://www.nemaritime.com#,5087903400
New EnglandMaritime,Master 100 Tons,"Any applicant who has successfully completed your Master 100 Tons(NEWENG-281) course and who presents your Certificate of Training within oneyear of the completion of training, will satisfy the examination requirements of46 CFR 11.910 for original issuance, 46 CFR 10. 227(d)(8)(i)(C) for renewal, and 46CFR 10.227(g) for reissuance for any one the following endorsements and maynot be used for any application transactions thereafter:    Master of less than100 GRT, Near Coastal, or Great Lakes & Inland, or Inland Waters; OR,   Masterof less than 100 GRT, Near Coastal, Raise in Grade from OUPV Near Coastal; OR,Operator of Uninspected Passenger Vessels (OUPV) Upon Near Coastal, orGreat Lakes & Inland, or Inland Waters.",MA,#http://www.nemaritime.com#,5087903400
New EnglandMaritime,Master 200 Tons,"Any applicant who has successfully completed your Master 200 Tons(NEWENG-292) course and who presents your Certificate of Training within oneyear of the completion of training, will satisfy the examination requirements of46 CFR 11.201(j)(1) for original issuance, 46 CFR 10. 227(e)(1)(iii) for renewal, and46 CFR 10.227(i) for reissuance for any one the following endorsements and maynot be used for any application transactions thereafter:  1. Master of less than200 GRT, Near Coastal, or Great Lakes & Inland, or Inland Waters; OR, 2. Masterof less than 200 GRT, Near Coastal, Raise in Grade from Master of less than 100GRT Great Lakes & Inland Waters.",MA,#http://www.nemaritime.com#,5087903400
New EnglandMaritime,Operator ofUninspectedPassenger Vessels(OUPV),"Any applicant who has successfully completed your Operator of UninspectedPassenger Vessels (OUPV) (NEWENG-340) course and presents your Certificate ofTraining within one year of the completion of training, will satisfy theexamination requirements of 46 CFR 11.205(f) for original issuance, 46 CFR10.227(d)(8)(i)(C) for renewal, and 46 CFR 10.227(g) for reissuance, of amerchant mariner endorsement as Operator of Uninspected Passenger Vessels(OUPV) Upon Near Coastal, or Great Lakes and Inland, or Inland Waters.  Thecourse completion certificate issued upon successful completion of this course isvalid for one application which results in the issuance of an endorsement(s) andmay not be used for future application transactions.",MA,#http://www.nemaritime.com#,5087903400
New EnglandMaritime,Personal Safety &SocialResponsibilities(PSSR),"Any applicant who successfully completes your Personal Safety & SocialResponsibilities (NEWENG-359) course will satisfy the Personal Safety & SocialResponsibilities competency and training requirements of Section A-VI/1 andTable A-VI/1-4 of the STCW Code, as amended 2010, and 46 CFR 11.302(a)(4) and12.602(a)(4); AND have performed all assessment tasks as guided by thePersonal Safety and Social Responsibilities section within the Basic Training NVIC08-14.Applicants are not required to present completed record of assessment sheetswhen applying for the STCW endorsement.",MA,#http://www.nemaritime.com#,5087903400
New EnglandMaritime,Personal SurvivalTechniques (PST),"Any applicant who successfully completes your Personal Survival Techniques(NEWENG-363) course will satisfy the Personal Survival Techniques training andcompetency requirements of STCW Code, as amended 2010,  Section A-VI/1 and46 CFR 11.302(a)(1) and 46 CFR 12.602(a)(1) AND  have performed all practicaldemonstrations as guided by the applicable section within the Basic TrainingNVIC 08-14, Tasks 1.1.A, 1.2.A, 1.3.A, 1.3.B, 1.3.C, 1.4.A, 1.5.A, 1.6.A, 1.7.A, 1.8.A,1.9.A, 1.10.A, 1.11.A, 1.12.A, 1.12.B, 1.13.A, 1.14.A, 1.14.B, 1.14.C, 1.14.D, 1.14.E,1.14.F, 1.14.G, 1.14.H, 1.14.I, 1.14.J, 1.14.J, 1.14.K, 1.14.K, 1.14.L, 1.14.M, and1.14.NApplicants are not required to present completed record of assessment sheetswhen applying for the STCW endorsement.",MA,#http://www.nemaritime.com#,5087903400
New EnglandMaritime,Upgrade OUPV ToMaster 100 Tons,"Any applicant who has successfully completed your Upgrade OUPV to Master100 Tons (NEWENG-530) course and presents your Certificate of Training withinone year of the completion of training, will satisfy all examination requirementsfor upgrade of a merchant mariner credential from OUPV Near Coastal, or GreatLakes and Inland, or Inland Waters to a credential of Master of Vessels of lessthan 100 gross registered tons upon Near Coastal, or Great Lakes & Inland, orInland Waters; OR, increase the scope of a credential of Master of Vessels of lessthan 100 gross registered tons upon Great Lakes and Inland, or Inland Waters toMaster of Vessels of less than 100 gross registered tons upon Near CoastalWaters.  The course completion certificate issued upon successful completion ofthis course is valid for one application which results in the issuance of anendorsement(s) and may not be used thereafter for application transactions.",MA,#http://www.nemaritime.com#,5087903400
North Pacific FishingVessel OwnersAssociation,Basic Fire Fighting,"Any applicant who has successfully completed your Basic Fire Fighting(NPFVOA-53) course will satisfy:⦁ Fire Prevention and Fire Fighting per STCW Code Section A-VI/1; and all theBasic Fire Fighting assessments in NVIC 08-14.⦁ Fire Prevention and Fire Fighting per 46 CFR 11.302(a)(2) and 46 CFR 12.602(a)(2);⦁ Basic Fire Fighting per 46 CFR 11.201(h)(2) [Basic only] and 46 CFR 11.201(h)(3); and⦁ The fire fighting requirements for a national tankerman endorsement in 46CFR 13.201(c)(3), 13.301(c)(3); 13.401(d) and 13.501(c)(3).",WA,#http://www.npfvoa.org#,2062853383
